Textual_feature,Credit_label
"Status of existing checking account is less than 0 DM; Duration in month is 6; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 1169; Savings account/bonds is unknown/ no savings account; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is real estate; Age in years is 67; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is no checking account; Duration in month is 4; Credit history is critical account or other credits existing (not at this bank); Purpose is car (new); Credit amount is 1455; Savings account/bonds is less than 100 DM; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 1; Property is real estate; Age in years is 42; Other installment plans is none; Housing is own; Number of existing credits at this bank is 3; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is less than 0 DM; Duration in month is 15; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 1845; Savings account/bonds is less than 100 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is guarantor; Present residence since is 1; Property is building society savings agreement/life insurance; Age in years is 46; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 48; Credit history is no credits taken or all credits paid back duly; Purpose is car (new); Credit amount is 8358; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 1; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 1; Property is car or other; Age in years is 30; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
"Status of existing checking account is less than 0 DM; Duration in month is 24; Credit history is all credits at this bank paid back duly; Purpose is furniture/equipment; Credit amount is 3349; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is unknown or no property; Age in years is 30; Other installment plans is none; Housing is for free; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 2; Telephone is yes, registered under the customers name; foreign worker is yes.",Bad
"Status of existing checking account is no checking account; Duration in month is 12; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 2859; Savings account/bonds is unknown/ no savings account; Present employment since is unemployed; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is unknown or no property; Age in years is 38; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is no checking account; Duration in month is 18; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 1533; Savings account/bonds is less than 100 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 4; Personal status and sex is married/widowed male; Other debtors or guarantors is co-applicant; Present residence since is 1; Property is building society savings agreement/life insurance; Age in years is 43; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is no checking account; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 3621; Savings account/bonds is between 100 DM and 500 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is car or other; Age in years is 31; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
"Status of existing checking account is between 0 DM and 200 DM; Duration in month is 18; Credit history is critical account or other credits existing (not at this bank); Purpose is business; Credit amount is 3590; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 3; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 3; Property is car or other; Age in years is 40; Other installment plans is none; Housing is own; Number of existing credits at this bank is 3; Job is unemployed or unskilled  - non-resident; Number of people being liable to provide maintenance for is 2; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
"Status of existing checking account is less than 0 DM; Duration in month is 36; Credit history is delay in paying off in the past; Purpose is business; Credit amount is 2145; Savings account/bonds is less than 100 DM; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 1; Property is car or other; Age in years is 24; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Bad
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is car (used); Credit amount is 4113; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 3; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 4; Property is car or other; Age in years is 28; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
"Status of existing checking account is no checking account; Duration in month is 36; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 10974; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 26; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Bad
"Status of existing checking account is less than 0 DM; Duration in month is 12; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 1893; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is guarantor; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 29; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
"Status of existing checking account is less than 0 DM; Duration in month is 24; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 1231; Savings account/bonds is larger than 1000 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 57; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 2; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is larger than 200 DM or salary assignments for at least 1 year; Duration in month is 30; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 3656; Savings account/bonds is unknown/ no savings account; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 49; Other installment plans is stores; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 9; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 1154; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is real estate; Age in years is 37; Other installment plans is none; Housing is own; Number of existing credits at this bank is 3; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is less than 0 DM; Duration in month is 28; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 4006; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 3; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 45; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 3069; Savings account/bonds is between 100 DM and 500 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is unknown or no property; Age in years is 30; Other installment plans is none; Housing is for free; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 6; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 1740; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 2; Property is real estate; Age in years is 30; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 21; Credit history is delay in paying off in the past; Purpose is car (new); Credit amount is 2353; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 1; Personal status and sex is divorced/separated male; Other debtors or guarantors is none; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 47; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 15; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 3556; Savings account/bonds is unknown/ no savings account; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 3; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is unknown or no property; Age in years is 29; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
"Status of existing checking account is no checking account; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 2397; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 3; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 35; Other installment plans is bank; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Bad
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 6; Credit history is existing credits paid back duly till now; Purpose is repairs; Credit amount is 454; Savings account/bonds is less than 100 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 3; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 1; Property is building society savings agreement/life insurance; Age in years is 22; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 30; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 1715; Savings account/bonds is unknown/ no savings account; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 1; Property is car or other; Age in years is 26; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 27; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 2520; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 23; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
"Status of existing checking account is no checking account; Duration in month is 15; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 3568; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 54; Other installment plans is bank; Housing is rent; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
"Status of existing checking account is no checking account; Duration in month is 42; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 7166; Savings account/bonds is unknown/ no savings account; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 29; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is less than 0 DM; Duration in month is 11; Credit history is critical account or other credits existing (not at this bank); Purpose is car (new); Credit amount is 3939; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 1; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is real estate; Age in years is 40; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 15; Credit history is existing credits paid back duly till now; Purpose is repairs; Credit amount is 1514; Savings account/bonds is between 100 DM and 500 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is guarantor; Present residence since is 2; Property is real estate; Age in years is 22; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 7393; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 1; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is building society savings agreement/life insurance; Age in years is 43; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is less than 0 DM; Duration in month is 24; Credit history is all credits at this bank paid back duly; Purpose is car (new); Credit amount is 1193; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 1; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is co-applicant; Present residence since is 4; Property is unknown or no property; Age in years is 29; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 2; Job is unemployed or unskilled  - non-resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is less than 0 DM; Duration in month is 60; Credit history is existing credits paid back duly till now; Purpose is business; Credit amount is 7297; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is co-applicant; Present residence since is 4; Property is unknown or no property; Age in years is 36; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
"Status of existing checking account is no checking account; Duration in month is 30; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 2831; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 33; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is larger than 200 DM or salary assignments for at least 1 year; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 1258; Savings account/bonds is between 500 DM and 1000 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 3; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 3; Property is car or other; Age in years is 57; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 6; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 753; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 2; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is guarantor; Present residence since is 3; Property is real estate; Age in years is 64; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 18; Credit history is delay in paying off in the past; Purpose is business; Credit amount is 2427; Savings account/bonds is unknown/ no savings account; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 42; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 24; Credit history is delay in paying off in the past; Purpose is car (new); Credit amount is 2538; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is car or other; Age in years is 47; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 15; Credit history is all credits at this bank paid back duly; Purpose is car (new); Credit amount is 1264; Savings account/bonds is between 100 DM and 500 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 2; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 25; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 30; Credit history is critical account or other credits existing (not at this bank); Purpose is furniture/equipment; Credit amount is 8386; Savings account/bonds is less than 100 DM; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 49; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Bad
"Status of existing checking account is no checking account; Duration in month is 48; Credit history is existing credits paid back duly till now; Purpose is business; Credit amount is 4844; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 3; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is car or other; Age in years is 33; Other installment plans is bank; Housing is rent; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Bad
"Status of existing checking account is larger than 200 DM or salary assignments for at least 1 year; Duration in month is 21; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 2923; Savings account/bonds is between 100 DM and 500 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 1; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 1; Property is car or other; Age in years is 28; Other installment plans is bank; Housing is own; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is less than 0 DM; Duration in month is 36; Credit history is existing credits paid back duly till now; Purpose is car (used); Credit amount is 8229; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 26; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Bad
Status of existing checking account is no checking account; Duration in month is 24; Credit history is critical account or other credits existing (not at this bank); Purpose is furniture/equipment; Credit amount is 2028; Savings account/bonds is less than 100 DM; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 30; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is less than 0 DM; Duration in month is 15; Credit history is critical account or other credits existing (not at this bank); Purpose is furniture/equipment; Credit amount is 1433; Savings account/bonds is less than 100 DM; Present employment since is between 1 year to 4 years; Installment rate in percentage of disposable income is 4; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 3; Property is building society savings agreement/life insurance; Age in years is 25; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is larger than 200 DM or salary assignments for at least 1 year; Duration in month is 42; Credit history is no credits taken or all credits paid back duly; Purpose is business; Credit amount is 6289; Savings account/bonds is less than 100 DM; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 2; Personal status and sex is divorced/separated male; Other debtors or guarantors is none; Present residence since is 1; Property is building society savings agreement/life insurance; Age in years is 33; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 13; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 1409; Savings account/bonds is between 100 DM and 500 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 2; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 4; Property is real estate; Age in years is 64; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
"Status of existing checking account is less than 0 DM; Duration in month is 24; Credit history is existing credits paid back duly till now; Purpose is car (used); Credit amount is 6579; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is unknown or no property; Age in years is 29; Other installment plans is none; Housing is for free; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is between 0 DM and 200 DM; Duration in month is 24; Credit history is critical account or other credits existing (not at this bank); Purpose is radio/television; Credit amount is 1743; Savings account/bonds is less than 100 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 2; Property is building society savings agreement/life insurance; Age in years is 48; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 12; Credit history is critical account or other credits existing (not at this bank); Purpose is education; Credit amount is 3565; Savings account/bonds is unknown/ no savings account; Present employment since is shorter than 1 year; Installment rate in percentage of disposable income is 2; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 1; Property is building society savings agreement/life insurance; Age in years is 37; Other installment plans is none; Housing is own; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is no checking account; Duration in month is 15; Credit history is all credits at this bank paid back duly; Purpose is radio/television; Credit amount is 1569; Savings account/bonds is between 100 DM and 500 DM; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 4; Property is car or other; Age in years is 34; Other installment plans is bank; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 2; Telephone is none; foreign worker is yes.,Good
Status of existing checking account is less than 0 DM; Duration in month is 18; Credit history is existing credits paid back duly till now; Purpose is radio/television; Credit amount is 1936; Savings account/bonds is unknown/ no savings account; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 2; Personal status and sex is married/widowed male; Other debtors or guarantors is none; Present residence since is 4; Property is car or other; Age in years is 23; Other installment plans is none; Housing is rent; Number of existing credits at this bank is 2; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
"Status of existing checking account is less than 0 DM; Duration in month is 36; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 3959; Savings account/bonds is less than 100 DM; Present employment since is unemployed; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 3; Property is building society savings agreement/life insurance; Age in years is 30; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is management or self-employed or highly qualified employee or officer; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
"Status of existing checking account is no checking account; Duration in month is 12; Credit history is existing credits paid back duly till now; Purpose is car (new); Credit amount is 2390; Savings account/bonds is unknown/ no savings account; Present employment since is longer than 7 years; Installment rate in percentage of disposable income is 4; Personal status and sex is single male; Other debtors or guarantors is none; Present residence since is 3; Property is car or other; Age in years is 50; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is skilled employee or official; Number of people being liable to provide maintenance for is 1; Telephone is yes, registered under the customers name; foreign worker is yes.",Good
Status of existing checking account is no checking account; Duration in month is 12; Credit history is existing credits paid back duly till now; Purpose is furniture/equipment; Credit amount is 1736; Savings account/bonds is less than 100 DM; Present employment since is between 4 years to 7 years; Installment rate in percentage of disposable income is 3; Personal status and sex is divorced/separated/married female; Other debtors or guarantors is none; Present residence since is 4; Property is real estate; Age in years is 31; Other installment plans is none; Housing is own; Number of existing credits at this bank is 1; Job is unskilled - resident; Number of people being liable to provide maintenance for is 1; Telephone is none; foreign worker is yes.,Good
